n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,expected_response,match,node_font,node_color,edge_width,task_id,attempt,num_nodes
1,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," [3, 2, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,2,6
1,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," [3, 2, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,3,6
1,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,1,6
1,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,2,6
1,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,3,6
1,3,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," [3, 4, 5, 6, 2, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,1,6
1,3,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," [3, 4, 2, 1, 5, 6]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,2,6
1,3,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," [3, 4, 2, 1, 5, 6]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,3,6
1,3,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," [3, 2, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,1,6
1,3,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," [3, 4, 2, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,2,6
1,3,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-39d46b31-9f17-463f-a49e-b216a8c1e744.png," [3, 2, 1, 4, 5, 6]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,39d46b31-9f17-463f-a49e-b216a8c1e744,3,6
2,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,1,5
2,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,2,5
2,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,3,5
2,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,1,5
2,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,2,5
2,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,3,5
2,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,1,5
2,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,2,5
2,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-32d56639-e61d-4fa5-b374-c4bb036d1d48.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,32d56639-e61d-4fa5-b374-c4bb036d1d48,3,5
2,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,1,5
2,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,2,5
2,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,3,5
2,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,1,5
2,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,2,5
2,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,3,5
2,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,1,5
2,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,2,5
2,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-84350a0c-56be-4630-890f-c0e2a8047cf2.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,84350a0c-56be-4630-890f-c0e2a8047cf2,3,5
2,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,1,5
2,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,2,5
2,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," ```python\ngraph = {1: [2, 5], 2: [3], 3: [4], 4: [5]}\n```","{1: [2, 5], 2: [3], 3: [4], 4: [5], 5: []}",False,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,3,5
2,3,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,1,5
2,3,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,2,5
2,3,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,3,5
2,3,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,1,5
2,3,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,2,5
2,3,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-f1433f27-43b4-4dd1-a113-547902bef03d.png," [1, 2, 3, 4, 5]","[1, 2, 5, 3, 4]",False,sans-serif,#fee4b3,1.0,f1433f27-43b4-4dd1-a113-547902bef03d,3,5
3,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,1,7
3,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,2,7
3,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,3,7
3,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,1,7
3,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,2,7
3,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,3,7
3,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,1,7
3,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,2,7
3,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-11bacbc8-f69f-4159-b254-bcef0e146b5f.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,11bacbc8-f69f-4159-b254-bcef0e146b5f,3,7
3,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,1,7
3,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,2,7
3,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,3,7
3,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,1,7
3,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,2,7
3,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,3,7
3,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,1,7
3,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,2,7
3,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-9a23cf80-08fb-4292-b026-aeedecce93c9.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,sans-serif,#fee4b3,1.0,9a23cf80-08fb-4292-b026-aeedecce93c9,3,7
3,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-3cdbee4a-2ed5-4c63-a2e9-99910f798310.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,3cdbee4a-2ed5-4c63-a2e9-99910f798310,1,7
3,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-3cdbee4a-2ed5-4c63-a2e9-99910f798310.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,3cdbee4a-2ed5-4c63-a2e9-99910f798310,2,7
3,3,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-3cdbee4a-2ed5-4c63-a2e9-99910f798310.png," ```python\ngraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [6]}",False,sans-serif,#fee4b3,1.0,3cdbee4a-2ed5-4c63-a2e9-99910f798310,3,7
